pedido_id,cliente_id,data_pedido,canal_venda,status,valor_frete,desconto_aplicado
1379,150,2023-11-07,Marketplace_A,Entregue,47.73,0.01
1380,8,2024-05-03,Loja Física,Cancelado,46.29,0.03
1381,29,2023-07-02,Loja Física,Entregue,45.46,0.17
1382,296,2024-12-05,Loja Física,Entregue,25.61,0.05
1383,340,2024-04-29,Marketplace_A,Entregue,18.01,0.21
1384,439,2024-06-22,Marketplace_B,Cancelado,23.25,0.01
1385,144,2024-09-30,Site,Entregue,34.49,0.05
1386,519,2023-11-30,Site,Cancelado,44.2,0.25
1387,45,2023-06-11,Marketplace_B,Entregue,10.35,0.11
1388,239,2024-05-05,Site,Entregue,45.91,0.18
1389,155,2023-06-18,Marketplace_A,Entregue,40.76,0.05
1390,181,2024-11-10,Site,Entregue,48.94,0.15
1391,215,2024-09-29,Marketplace_B,Entregue,44.01,0.18
1392,88,2023-12-28,Loja Física,Cancelado,14.0,0.08
1393,256,2024-11-13,Site,Entregue,5.3,0.21
1394,511,2024-01-26,Loja Física,Entregue,5.61,0.15
1395,73,2023-06-09,Site,Entregue,14.56,0.1
1396,179,2023-12-08,Marketplace_A,Entregue,30.71,0.14
1397,212,2024-11-10,Marketplace_B,Entregue,40.22,0.14
1398,234,2024-11-05,Marketplace_B,Entregue,44.96,0.04
1399,465,2025-01-10,WhatsApp,Entregue,31.19,0.1
1400,223,2023-09-20,Site,Entregue,0.28,0.09
1401,264,2025-01-11,Marketplace_B,Processando,9.32,0.1
1402,207,2024-06-09,Marketplace_B,Entregue,4.99,0.19
1403,366,2024-01-26,WhatsApp,Cancelado,18.17,0.12
1404,276,2024-02-12,Site,Entregue,25.07,0.24
1405,380,2024-12-25,Loja Física,Entregue,2.17,0.07
1406,309,2023-06-15,Marketplace_A,Entregue,17.42,0.1
1407,268,2024-12-05,Site,Entregue,8.96,0.2
1408,64,2023-11-10,Marketplace_A,Cancelado,32.35,0.14
1409,350,2023-06-03,Site,Entregue,23.21,0.14
1410,494,2023-06-15,Marketplace_A,Entregue,24.77,0.01
1411,523,2024-04-25,Loja Física,Cancelado,21.38,0.1
1412,98,2024-01-19,Marketplace_A,Entregue,47.8,0.07
1413,71,2024-02-25,Marketplace_B,Entregue,10.74,0.25
1414,364,2024-08-09,Marketplace_A,Entregue,25.83,0.08
1415,276,2023-08-14,Site,Cancelado,36.8,0.22
1416,50,2024-05-29,Site,Entregue,27.84,0.17
1417,358,2024-11-15,Marketplace_A,Entregue,46.45,0.09
1418,485,2023-09-17,Site,Entregue,18.9,0.14
1419,84,2024-12-09,Site,Processando,23.18,0.21
1420,296,2023-10-22,Marketplace_A,Entregue,4.43,0.22
1421,236,2024-11-11,Site,Entregue,30.45,0.04
1422,56,2024-03-15,Site,Entregue,14.41,0.08
1423,360,2023-12-23,Marketplace_A,Processando,8.02,0.08
1424,110,2025-01-21,Site,Cancelado,27.23,0.01
1425,192,2023-08-16,WhatsApp,Processando,26.62,0.15
1426,93,2024-07-08,Loja Física,Entregue,3.79,0.21
1427,60,2023-10-05,Marketplace_B,Entregue,34.91,0.1
1428,39,2024-05-10,Site,Entregue,31.19,0.19
1429,49,2024-08-22,Loja Física,Cancelado,9.45,0.16
1430,420,2023-09-16,Loja Física,Entregue,23.47,0.09
1431,13,2024-10-04,Loja Física,Entregue,36.02,0.04
1432,36,2024-01-24,Site,Em trânsito,26.47,0.18
1433,101,2024-11-03,Marketplace_B,Entregue,19.77,0.21
1434,86,2024-11-29,Loja Física,Entregue,16.12,0.17
1435,516,2025-01-03,Marketplace_A,Entregue,30.52,0.0
1436,223,2023-09-06,Marketplace_B,Entregue,46.96,0.05
1437,338,2024-02-02,Marketplace_A,Em trânsito,33.59,0.02
1438,166,2024-04-25,Marketplace_A,Entregue,3.74,0.14
1439,383,2024-09-06,Site,Entregue,23.03,0.19
1440,376,2024-11-10,Marketplace_B,Entregue,44.54,0.03
1441,471,2023-12-19,Site,Entregue,4.72,0.21
1442,31,2024-08-20,Marketplace_A,Entregue,49.44,0.14
1443,375,2024-05-17,Site,Entregue,47.45,0.17
1444,11,2023-10-09,Marketplace_A,Entregue,3.91,0.24
1445,302,2024-07-25,Site,Entregue,46.67,0.02
1446,96,2024-09-22,Marketplace_B,Entregue,18.16,0.23
1447,190,2024-10-02,Loja Física,Entregue,42.24,0.03
1448,453,2023-12-29,Site,Cancelado,20.92,0.1
1449,192,2024-11-07,Site,Em trânsito,22.04,0.21
1450,486,2023-09-19,Site,Em trânsito,31.71,0.23
1451,266,2023-12-15,Loja Física,Entregue,38.72,0.13
1452,424,2024-03-24,Marketplace_A,Entregue,1.69,0.15
1453,128,2024-02-10,Marketplace_A,Entregue,29.66,0.18
1454,238,2024-10-09,Site,Entregue,9.34,0.21
1455,355,2023-09-07,Marketplace_B,Entregue,17.3,0.03
1456,112,2024-02-25,Loja Física,Entregue,17.4,0.2
1457,446,2023-06-06,Loja Física,Processando,23.45,0.12
1458,343,2024-08-16,Marketplace_B,Entregue,16.71,0.11
1459,145,2024-07-15,Site,Entregue,5.37,0.11
1460,65,2024-12-09,Site,Em trânsito,7.28,0.13
1461,247,2023-11-17,Site,Entregue,1.67,0.24
1462,490,2024-05-15,Site,Cancelado,23.51,0.14
1463,439,2023-06-12,Site,Em trânsito,47.72,0.24
1464,106,2024-07-23,Site,Processando,5.78,0.05
1465,181,2024-04-13,Marketplace_A,Entregue,47.31,0.18
1466,184,2024-03-18,WhatsApp,Entregue,36.67,0.2
1467,226,2024-08-22,Marketplace_B,Entregue,31.87,0.17
1468,89,2024-02-23,Loja Física,Entregue,32.26,0.15
1469,530,2023-11-14,Marketplace_B,Entregue,41.34,0.14
1470,371,2024-05-05,Site,Entregue,5.35,0.22
1471,399,2024-07-18,Marketplace_B,Entregue,25.24,0.21
1472,106,2023-06-20,Site,Entregue,34.85,0.03
1473,271,2024-09-08,Marketplace_B,Cancelado,29.34,0.21
1474,503,2023-07-23,Site,Em trânsito,41.64,0.1
1475,525,2024-09-19,WhatsApp,Entregue,3.61,0.06
1476,32,2024-02-21,Site,Entregue,34.54,0.22
1477,393,2024-04-01,Site,Em trânsito,26.7,0.11
1478,40,2024-07-19,WhatsApp,Entregue,18.96,0.2
1479,218,2023-08-07,Site,Devolvido,17.01,0.07
1480,82,2024-01-01,Marketplace_B,Devolvido,31.04,0.0
1481,201,2025-01-19,Marketplace_B,Entregue,44.55,0.12
1482,447,2024-04-14,Loja Física,Cancelado,24.81,0.03
1483,428,2023-11-30,WhatsApp,Entregue,41.24,0.19
1484,38,2023-10-16,WhatsApp,Entregue,20.11,0.07
1485,211,2023-08-18,Site,Entregue,5.12,0.11
1486,444,2023-11-30,Loja Física,Entregue,3.08,0.02
1487,327,2024-04-12,Marketplace_B,Em trânsito,2.57,0.07
1488,227,2023-07-18,Marketplace_B,Entregue,19.01,0.2
1489,48,2023-07-13,Site,Entregue,16.86,0.04
1490,18,2024-11-17,Marketplace_B,Entregue,35.9,0.16
1491,439,2023-08-07,WhatsApp,Em trânsito,37.14,0.23
1492,187,2024-08-28,WhatsApp,Devolvido,2.54,0.17
1493,345,2023-06-17,Marketplace_A,Em trânsito,11.06,0.2
1494,224,2024-11-06,Site,Entregue,13.71,0.03
1495,488,2024-07-28,Marketplace_A,Entregue,27.38,0.06
1496,229,2023-09-30,Loja Física,Entregue,7.23,0.22
1497,390,2023-07-23,Marketplace_B,Entregue,6.7,0.18
1498,188,2023-12-06,Marketplace_A,Entregue,47.19,0.16
1499,270,2024-03-11,Site,Entregue,40.21,0.17
1500,310,2024-11-21,Marketplace_A,Entregue,9.03,0.1
1501,132,2023-06-15,Marketplace_A,Em trânsito,20.33,0.01
1502,72,2024-11-08,WhatsApp,Entregue,17.78,0.2
1503,187,2024-12-06,Marketplace_B,Entregue,39.55,0.17
1504,486,2023-11-03,Site,Entregue,25.51,0.12
1505,191,2024-01-09,Marketplace_A,Cancelado,6.39,0.22
1506,422,2024-11-16,Site,Em trânsito,36.95,0.08
1507,120,2024-05-08,WhatsApp,Devolvido,19.84,0.07
1508,220,2023-08-24,Marketplace_A,Entregue,13.15,0.22
1509,53,2023-10-13,Marketplace_A,Processando,18.77,0.2
1510,451,2024-04-22,Marketplace_A,Entregue,24.89,0.13
1511,412,2024-11-16,Marketplace_B,Entregue,17.16,0.03
1512,237,2023-09-13,Marketplace_B,Processando,12.1,0.05
1513,406,2023-09-26,Marketplace_B,Entregue,19.93,0.16
1514,422,2023-08-13,Site,Entregue,0.96,0.1
1515,247,2023-11-02,Site,Entregue,38.62,0.21
1516,72,2023-10-10,Site,Entregue,8.55,0.24
1517,185,2024-06-05,Marketplace_B,Devolvido,2.2,0.2
1518,6,2024-10-29,Site,Entregue,32.68,0.09
1519,206,2024-10-13,Marketplace_A,Entregue,38.7,0.2
1520,387,2024-02-03,Loja Física,Entregue,40.69,0.09
1521,76,2024-03-18,Loja Física,Entregue,24.68,0.04
1522,177,2024-07-11,Marketplace_A,Entregue,10.27,0.01
1523,349,2024-10-09,Marketplace_A,Entregue,36.86,0.1
1524,255,2024-09-12,Site,Entregue,34.99,0.23
1525,308,2023-07-29,Marketplace_B,Entregue,12.31,0.06
1526,345,2024-05-23,Loja Física,Devolvido,45.17,0.05
1527,127,2023-09-24,Site,Entregue,5.22,0.24
1528,287,2023-11-28,Marketplace_A,Entregue,49.13,0.01
1529,487,2024-12-13,Loja Física,Entregue,43.01,0.2
1530,383,2023-08-30,Loja Física,Entregue,34.39,0.08
1531,406,2024-09-05,Site,Em trânsito,46.94,0.01
1532,388,2023-11-28,Marketplace_A,Processando,36.12,0.23
1533,525,2024-11-13,Site,Entregue,9.52,0.03
1534,276,2024-01-15,Site,Cancelado,22.11,0.14
1535,500,2024-11-21,WhatsApp,Entregue,3.58,0.07
1536,337,2024-09-06,Loja Física,Entregue,19.48,0.02
1537,481,2024-02-26,Loja Física,Entregue,37.08,0.01
1538,273,2023-12-13,Site,Entregue,19.32,0.03
1539,58,2024-02-01,Loja Física,Entregue,16.51,0.02
1540,328,2023-08-18,Marketplace_A,Devolvido,29.77,0.19
1541,109,2024-06-21,Site,Entregue,43.61,0.12
1542,279,2024-12-08,Marketplace_A,Devolvido,2.38,0.09
1543,328,2025-01-01,Site,Em trânsito,19.27,0.1
1544,315,2024-01-12,Loja Física,Entregue,7.91,0.23
1545,474,2024-04-04,Marketplace_A,Entregue,34.77,0.23
1546,111,2024-05-10,Site,Entregue,5.29,0.18
1547,229,2024-12-22,Site,Processando,33.24,0.22
1548,497,2024-04-26,Site,Entregue,14.31,0.08
1549,156,2024-03-12,Site,Entregue,9.95,0.1
1550,473,2024-04-14,Marketplace_A,Entregue,46.82,0.15
1551,272,2025-01-06,Loja Física,Entregue,0.93,0.16
1552,2,2023-08-30,Site,Entregue,21.89,0.12
1553,511,2025-01-03,Site,Entregue,1.08,0.1
1554,286,2024-08-30,Marketplace_A,Entregue,24.18,0.25
1555,13,2023-06-16,Loja Física,Entregue,25.05,0.21
1556,498,2023-06-05,Site,Entregue,16.08,0.11
1557,238,2023-08-31,Site,Entregue,6.61,0.18
1558,94,2023-11-18,Marketplace_A,Entregue,18.82,0.07
1559,338,2024-08-23,Site,Entregue,33.61,0.03
1560,171,2023-07-30,Site,Entregue,39.12,0.09
1561,467,2024-12-26,Marketplace_B,Entregue,26.54,0.1
1562,143,2024-03-21,Marketplace_B,Entregue,29.49,0.0
1563,201,2023-08-11,Marketplace_A,Entregue,10.03,0.2
1564,180,2023-07-08,Marketplace_B,Entregue,14.37,0.09
1565,364,2024-04-09,Marketplace_B,Entregue,8.09,0.15
1566,479,2023-12-10,Site,Entregue,12.46,0.02
1567,471,2023-07-05,Marketplace_A,Cancelado,11.24,0.04
1568,384,2024-03-09,Site,Em trânsito,25.97,0.22
1569,417,2024-07-31,Site,Em trânsito,28.13,0.15
1570,308,2024-04-07,Marketplace_B,Em trânsito,47.25,0.24
1571,367,2024-10-28,Loja Física,Entregue,9.78,0.25
1572,1,2024-01-23,WhatsApp,Entregue,32.08,0.09
1573,44,2024-12-06,Marketplace_B,Entregue,40.86,0.07
1574,98,2024-08-22,Site,Entregue,28.01,0.21
1575,265,2024-05-20,Site,Entregue,12.75,0.25
1576,140,2023-11-05,Loja Física,Em trânsito,13.13,0.16
1577,481,2024-12-07,Marketplace_A,Entregue,1.96,0.2
1578,237,2023-10-08,Marketplace_B,Entregue,15.27,0.2
1579,72,2024-01-09,Loja Física,Entregue,37.23,0.09
1580,190,2023-06-26,Marketplace_B,Entregue,2.38,0.14
1581,268,2023-08-10,Loja Física,Entregue,10.96,0.21
1582,321,2024-07-07,Site,Cancelado,35.31,0.17
1583,107,2023-10-08,Marketplace_B,Entregue,39.13,0.01
1584,232,2024-10-16,Loja Física,Em trânsito,22.77,0.08
1585,42,2024-08-24,Site,Entregue,34.9,0.04
1586,139,2024-07-15,Marketplace_B,Devolvido,19.4,0.06
1587,273,2024-07-18,Site,Entregue,8.0,0.23
1588,481,2023-11-07,WhatsApp,Entregue,19.91,0.01
1589,416,2023-10-10,Site,Entregue,29.0,0.05
1590,506,2024-10-27,Marketplace_A,Em trânsito,47.4,0.08
1591,424,2023-12-16,Site,Processando,3.44,0.15
1592,407,2024-03-09,Marketplace_B,Entregue,25.37,0.13
1593,390,2024-06-12,Site,Entregue,16.45,0.05
1594,342,2024-05-19,Site,Processando,25.42,0.04
1595,493,2023-12-30,Marketplace_A,Entregue,1.2,0.06
1596,192,2025-01-17,WhatsApp,Entregue,15.65,0.13
1597,499,2024-09-30,Site,Entregue,40.99,0.07
1598,233,2024-02-10,Site,Entregue,27.7,0.24
1599,227,2023-10-15,Loja Física,Em trânsito,22.53,0.12
1600,371,2024-10-16,Marketplace_A,Em trânsito,14.28,0.01
1601,139,2023-12-30,WhatsApp,Entregue,14.9,0.18
1602,149,2024-02-04,Site,Entregue,19.16,0.08
1603,115,2024-08-30,Marketplace_B,Cancelado,41.78,0.16
1604,450,2025-01-15,Site,Entregue,48.36,0.07
1605,63,2023-06-27,Site,Devolvido,21.93,0.14
1606,104,2024-09-05,Marketplace_B,Entregue,19.67,0.19
1607,273,2024-04-16,Marketplace_A,Entregue,42.33,0.23
1608,6,2024-05-14,Loja Física,Processando,21.35,0.07
1609,147,2025-01-02,Site,Entregue,27.6,0.08
1610,184,2024-01-23,Marketplace_A,Entregue,11.55,0.12
1611,28,2023-11-10,Marketplace_A,Entregue,37.18,0.23
1612,119,2024-08-03,WhatsApp,Entregue,26.6,0.23
1613,293,2023-12-20,Site,Entregue,40.45,0.02
1614,371,2024-01-07,Site,Processando,39.04,0.03
1615,244,2024-06-08,Marketplace_A,Em trânsito,10.75,0.12
1616,218,2024-05-27,Marketplace_A,Entregue,35.78,0.03
1617,177,2023-10-15,Site,Entregue,40.0,0.09
1618,299,2023-11-22,WhatsApp,Entregue,17.31,0.04
1619,58,2024-12-20,Site,Entregue,8.63,0.16
1620,269,2024-07-31,Loja Física,Entregue,0.13,0.24
1621,308,2024-09-16,Site,Em trânsito,22.55,0.25
1622,288,2025-01-19,Marketplace_B,Entregue,17.62,0.09
1623,105,2023-12-12,WhatsApp,Cancelado,27.75,0.15
1624,228,2024-01-25,Site,Entregue,9.4,0.21
1625,247,2023-07-08,WhatsApp,Entregue,42.98,0.03
1626,494,2023-07-10,Marketplace_A,Entregue,12.89,0.17
1627,83,2024-10-30,WhatsApp,Entregue,11.32,0.1
1628,186,2024-10-28,Marketplace_B,Entregue,24.04,0.05
1629,252,2024-05-03,Site,Processando,24.94,0.1
1630,355,2024-05-11,Site,Entregue,10.75,0.02
1631,210,2024-12-26,Site,Devolvido,13.59,0.17
1632,447,2025-01-07,Site,Entregue,8.49,0.06
1633,460,2024-04-25,Site,Processando,35.92,0.08
1634,472,2024-10-13,Site,Entregue,38.5,0.03
1635,370,2024-12-09,Marketplace_A,Processando,23.12,0.22
1636,492,2024-04-27,Loja Física,Entregue,35.7,0.12
1637,137,2023-10-20,Site,Em trânsito,36.8,0.14
1638,367,2023-09-07,Site,Devolvido,6.91,0.14
1639,184,2024-07-02,Marketplace_B,Entregue,48.31,0.1
1640,287,2024-12-15,Site,Entregue,41.05,0.05
1641,472,2023-08-21,Site,Entregue,10.22,0.19
1642,375,2024-01-03,Site,Processando,9.31,0.03
1643,511,2023-07-29,WhatsApp,Entregue,6.28,0.03
1644,250,2023-07-10,Loja Física,Entregue,6.92,0.18
1645,510,2024-06-03,Marketplace_A,Entregue,37.41,0.05
1646,73,2025-01-02,Marketplace_B,Entregue,23.48,0.08
1647,282,2024-01-09,Marketplace_A,Cancelado,39.15,0.12
1648,360,2024-07-01,Marketplace_B,Entregue,37.31,0.11
1649,10,2024-10-10,Marketplace_B,Entregue,30.23,0.18
1650,211,2024-02-06,Marketplace_B,Devolvido,34.32,0.16
1651,152,2024-08-17,Site,Entregue,0.92,0.16
1652,5,2024-10-24,Site,Entregue,15.59,0.18
1653,195,2023-12-01,Marketplace_A,Entregue,31.89,0.07
1654,283,2024-10-10,Loja Física,Entregue,0.47,0.08
1655,464,2024-09-26,Marketplace_A,Entregue,1.65,0.11
1656,113,2023-11-23,Loja Física,Em trânsito,42.59,0.08
1657,271,2024-06-16,WhatsApp,Entregue,34.2,0.25
1658,163,2024-03-03,Site,Entregue,13.27,0.2
1659,460,2024-01-20,Marketplace_B,Entregue,34.4,0.04
1660,105,2024-08-15,Marketplace_B,Entregue,39.62,0.0
1661,282,2023-06-27,WhatsApp,Em trânsito,15.34,0.01
1662,162,2024-06-29,WhatsApp,Entregue,1.8,0.06
1663,351,2024-01-18,Marketplace_B,Entregue,46.64,0.03
1664,434,2024-06-15,Site,Entregue,17.26,0.13
1665,140,2024-03-10,Loja Física,Entregue,5.32,0.21
1666,471,2023-06-13,Site,Entregue,24.59,0.18
1667,132,2024-04-16,Loja Física,Entregue,38.42,0.05
1668,87,2024-01-27,WhatsApp,Entregue,11.08,0.1
1669,183,2023-08-18,Marketplace_A,Em trânsito,13.47,0.13
1670,368,2023-07-17,Marketplace_B,Entregue,12.14,0.2
1671,129,2023-08-24,Marketplace_A,Devolvido,49.58,0.21
1672,246,2024-01-10,Marketplace_A,Devolvido,9.87,0.23
1673,378,2023-06-03,Site,Entregue,28.78,0.13
1674,149,2024-03-16,Loja Física,Entregue,46.26,0.17
1675,433,2023-10-16,WhatsApp,Entregue,7.34,0.03
1676,469,2024-05-17,WhatsApp,Entregue,48.54,0.14
1677,446,2024-12-27,Site,Em trânsito,47.37,0.06
1678,481,2023-11-15,Loja Física,Entregue,44.23,0.11
1679,294,2024-09-23,Marketplace_B,Entregue,10.73,0.16
1680,143,2024-08-19,Site,Entregue,31.7,0.06
1681,250,2025-01-12,Site,Entregue,38.04,0.01
1682,302,2024-07-17,Site,Entregue,49.3,0.0
1683,25,2024-06-20,WhatsApp,Em trânsito,9.02,0.01
1684,70,2024-05-05,Marketplace_B,Entregue,38.3,0.0
1685,112,2023-07-01,Marketplace_B,Em trânsito,16.94,0.03
1686,364,2023-11-28,Site,Entregue,8.78,0.06
1687,303,2023-09-06,Marketplace_B,Entregue,21.07,0.06
1688,471,2024-02-19,Site,Entregue,39.69,0.25
1689,91,2024-07-19,Marketplace_A,Entregue,23.24,0.08
1690,530,2024-03-09,Marketplace_B,Entregue,26.88,0.03
1691,192,2023-12-24,Site,Cancelado,49.76,0.14
1692,242,2023-08-23,Loja Física,Devolvido,19.96,0.21
1693,138,2024-05-24,Site,Entregue,30.77,0.17
1694,345,2024-09-07,Marketplace_B,Entregue,18.26,0.07
1695,180,2024-12-04,Marketplace_A,Entregue,19.64,0.14
1696,503,2024-08-17,Marketplace_A,Cancelado,34.78,0.18
1697,203,2023-10-11,Site,Entregue,46.89,0.18
1698,192,2023-09-24,Site,Processando,27.12,0.17
1699,5,2024-09-24,WhatsApp,Entregue,38.42,0.22
1700,237,2024-10-01,Site,Entregue,4.46,0.22
1701,311,2024-11-12,Loja Física,Devolvido,10.56,0.14
1702,56,2024-04-06,WhatsApp,Entregue,25.11,0.11
1703,443,2023-11-14,Site,Entregue,1.0,0.16
1704,237,2024-01-21,Site,Entregue,12.64,0.2
1705,197,2023-12-27,Marketplace_B,Entregue,25.87,0.0
1706,514,2024-03-21,WhatsApp,Entregue,0.75,0.25
1707,449,2024-02-06,WhatsApp,Entregue,13.23,0.05
1708,360,2024-11-25,Marketplace_A,Em trânsito,25.7,0.12
1709,30,2024-03-02,Loja Física,Entregue,28.66,0.22
1710,108,2023-12-02,Site,Processando,46.29,0.06
1711,445,2023-07-24,WhatsApp,Entregue,32.27,0.12
1712,438,2023-06-04,WhatsApp,Entregue,20.74,0.03
1713,457,2024-04-15,Site,Entregue,46.52,0.1
1714,495,2023-09-20,Site,Entregue,39.24,0.04
1715,247,2024-05-06,Site,Entregue,10.0,0.09
1716,439,2024-01-06,Site,Processando,6.54,0.09
1717,278,2024-10-15,Loja Física,Entregue,33.79,0.25
1718,111,2024-02-18,Marketplace_A,Entregue,27.99,0.25
1719,385,2024-07-24,Site,Entregue,39.48,0.03
1720,191,2024-07-17,Site,Em trânsito,36.94,0.18
1721,490,2024-06-16,WhatsApp,Cancelado,31.26,0.01
1722,426,2024-06-02,Marketplace_B,Entregue,49.32,0.01
1723,405,2024-02-29,Marketplace_A,Entregue,26.68,0.03
1724,335,2024-12-04,Site,Entregue,5.66,0.24
1725,209,2024-07-01,WhatsApp,Entregue,41.41,0.24
1726,22,2024-02-19,Loja Física,Entregue,12.59,0.05
1727,208,2023-09-22,Site,Entregue,38.87,0.04
1728,8,2023-11-04,Site,Entregue,47.86,0.06
1729,529,2024-01-04,Site,Entregue,34.84,0.13
1730,166,2024-12-18,Site,Entregue,29.8,0.14
1731,496,2024-08-08,Marketplace_A,Processando,23.02,0.06
1732,429,2024-09-05,WhatsApp,Devolvido,18.22,0.19
1733,163,2024-06-04,Marketplace_A,Entregue,17.65,0.08
1734,366,2024-10-20,Loja Física,Entregue,31.82,0.23
1735,526,2024-09-25,Marketplace_A,Entregue,37.56,0.16
1736,239,2023-10-16,Marketplace_B,Entregue,33.93,0.11
1737,72,2024-07-10,Marketplace_B,Em trânsito,9.92,0.2
1738,445,2024-01-16,Site,Entregue,24.7,0.2
1739,509,2024-01-07,Marketplace_A,Cancelado,39.58,0.07
1740,269,2024-07-04,Marketplace_B,Processando,23.79,0.08
1741,415,2024-04-15,Site,Entregue,26.83,0.23
1742,245,2023-10-06,Marketplace_A,Entregue,38.56,0.04
1743,60,2023-08-22,Marketplace_A,Entregue,33.06,0.01
1744,6,2024-02-28,WhatsApp,Entregue,20.47,0.11
1745,407,2023-11-27,Marketplace_A,Entregue,44.77,0.2
1746,217,2024-04-05,Loja Física,Entregue,8.13,0.19
1747,26,2024-07-14,Marketplace_A,Cancelado,49.78,0.23
1748,5,2023-08-04,Loja Física,Entregue,5.94,0.13
1749,390,2023-06-27,Marketplace_A,Entregue,0.75,0.03
1750,448,2024-08-05,Loja Física,Entregue,44.5,0.15
1751,146,2023-07-11,Marketplace_A,Entregue,12.25,0.19
1752,388,2024-10-09,Marketplace_B,Entregue,36.48,0.02
1753,249,2024-12-01,Marketplace_B,Cancelado,40.55,0.04
1754,526,2024-09-27,Marketplace_A,Entregue,42.95,0.0
1755,462,2024-02-02,Site,Entregue,49.58,0.15
1756,13,2024-12-13,Site,Entregue,14.7,0.22
1757,384,2024-10-17,Site,Entregue,35.51,0.17
1758,399,2023-12-18,Loja Física,Cancelado,5.77,0.25
1759,19,2023-11-11,Site,Entregue,20.34,0.02
1760,491,2024-07-22,Site,Cancelado,42.4,0.23
1761,419,2023-06-25,Marketplace_B,Entregue,18.38,0.2
1762,337,2023-07-14,Site,Entregue,29.55,0.08
1763,419,2024-06-14,Marketplace_A,Entregue,25.19,0.24
1764,122,2024-01-14,Site,Entregue,32.3,0.07
1765,432,2024-11-30,WhatsApp,Entregue,48.64,0.22
1766,44,2024-01-29,Loja Física,Em trânsito,2.79,0.22
1767,317,2024-11-08,Loja Física,Entregue,28.7,0.19
1768,381,2024-03-10,Marketplace_A,Entregue,43.15,0.14
1769,145,2024-12-05,Loja Física,Entregue,24.07,0.03
1770,327,2023-07-15,Site,Entregue,3.93,0.13
1771,363,2024-06-23,Site,Entregue,28.03,0.09
1772,50,2023-12-23,Site,Entregue,16.6,0.2
1773,65,2024-01-18,Marketplace_A,Entregue,7.75,0.19
1774,355,2024-02-21,Marketplace_A,Entregue,42.45,0.23
1775,164,2024-07-26,Marketplace_A,Entregue,26.08,0.0
1776,141,2023-11-27,Site,Entregue,46.66,0.2
1777,128,2023-07-15,Marketplace_A,Entregue,40.3,0.23
1778,398,2024-09-25,Marketplace_B,Entregue,34.65,0.2
1779,463,2024-01-11,Marketplace_A,Processando,0.25,0.03
1780,187,2023-10-21,Marketplace_B,Entregue,21.39,0.02
1781,190,2024-08-09,Site,Entregue,9.87,0.01
1782,388,2024-07-28,Loja Física,Entregue,45.54,0.16
1783,429,2024-09-01,Marketplace_A,Entregue,8.73,0.16
1784,284,2024-03-21,Site,Cancelado,14.3,0.25
1785,237,2023-06-17,Site,Entregue,25.84,0.1
1786,194,2023-08-28,Marketplace_B,Processando,13.17,0.08
1787,287,2023-09-10,Loja Física,Devolvido,10.49,0.16
1788,136,2024-03-24,Marketplace_A,Entregue,29.95,0.21
1789,171,2023-12-02,Site,Entregue,4.45,0.23
1790,159,2023-09-17,Loja Física,Entregue,2.91,0.2
1791,201,2024-12-14,Marketplace_B,Entregue,18.61,0.11
1792,487,2023-08-19,Marketplace_A,Entregue,36.03,0.16
1793,504,2024-11-22,Marketplace_A,Entregue,27.74,0.21
1794,371,2023-12-26,Site,Entregue,21.14,0.12
1795,103,2023-12-04,Marketplace_B,Entregue,28.29,0.05
1796,125,2023-12-03,Marketplace_A,Entregue,18.27,0.04
1797,313,2024-06-10,WhatsApp,Devolvido,46.81,0.0
1798,458,2024-08-17,Marketplace_A,Entregue,2.75,0.18
1799,230,2024-01-31,Marketplace_A,Cancelado,33.67,0.03
1800,197,2024-01-29,Marketplace_A,Entregue,44.56,0.06
1801,423,2024-08-02,WhatsApp,Entregue,40.19,0.07
1802,171,2023-12-08,Loja Física,Entregue,9.2,0.14
1803,382,2023-08-28,Marketplace_A,Entregue,14.8,0.1
1804,173,2024-11-23,Marketplace_B,Entregue,35.85,0.17
1805,453,2024-04-11,Marketplace_A,Entregue,4.21,0.01
1806,350,2024-04-04,Marketplace_A,Cancelado,40.59,0.03
1807,494,2023-09-16,Site,Entregue,35.95,0.12
1808,4,2024-09-03,Marketplace_A,Entregue,36.48,0.08
1809,93,2024-02-11,Site,Cancelado,5.01,0.07
1810,6,2024-12-19,WhatsApp,Em trânsito,35.89,0.02
1811,288,2023-09-13,Site,Entregue,33.99,0.22
1812,146,2024-09-29,WhatsApp,Entregue,41.55,0.17
1813,424,2023-08-18,Marketplace_A,Devolvido,2.08,0.03
1814,457,2024-10-04,Marketplace_B,Entregue,1.16,0.02
1815,202,2023-08-15,Marketplace_A,Entregue,18.65,0.24
1816,212,2025-01-13,Site,Entregue,7.44,0.17
1817,6,2024-11-22,Marketplace_A,Cancelado,27.92,0.1
1818,376,2024-04-25,Site,Entregue,45.87,0.18
1819,447,2024-08-22,Marketplace_B,Processando,19.57,0.19
1820,106,2024-04-20,Marketplace_A,Entregue,42.25,0.19
1821,401,2023-10-16,Loja Física,Em trânsito,0.01,0.12
1822,96,2023-10-03,Site,Entregue,8.43,0.11
1823,388,2023-10-20,Site,Entregue,1.52,0.0
1824,452,2024-02-28,Marketplace_A,Devolvido,16.41,0.23
1825,416,2023-07-07,WhatsApp,Entregue,45.41,0.15
1826,504,2024-07-19,Marketplace_B,Entregue,4.85,0.05
1827,454,2024-05-26,Marketplace_A,Entregue,30.32,0.23
